Metric,Corr,rAULR,ECE
Std vs abs,0.9760650590533997,0.9372327924203189,0.08191102767013943
Std vs mse,0.9244700484450958,0.7034618911907473,0.01775920107902493
Var vs abs,0.961884326049669,0.9437410337680955,0.09308176510967314
Var vs mse,0.9220888937810856,0.7295954489068652,0.027822562279470726
